# Simulation 1 (Up to date)
# 1097 data points written for 11 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Position East of launch (m),Position North of launch (m),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0,0,0,0,0,0,0,0,0,90,0
0.01,0,0,0,0,0,0,0,0,90,0
0.02,0,0,0,0,0,0,0,0,90,0
0.03,0,0.001,0.629,0,0,0,0,0,90,0
0.04,0.001,0.378,74.73,-1.85e-5,0,0,0,0,90,0
0.05,0.01,1.396,128.975,-6.518e-5,0,0,0,0,90,0
# Event LIFTOFF occurred at t=0.06 seconds
0.06,0.03,2.747,141.085,-1.428e-4,0,0,0,0,90,0
0.07,0.064,3.938,97.149,-2.379e-4,0,0,0,0,90,0
0.08,0.108,4.88,91.297,-3.33e-4,0,0,0,0,90,0
0.09,0.162,5.82,96.649,-4.28e-4,0,0,0,0,90,0
0.1,0.225,6.813,102.048,-5.231e-4,0,0,0,0,90,0
0.11,0.298,7.848,104.862,-6.182e-4,0,0,0,0,90,0
0.12,0.382,8.91,107.677,-7.133e-4,0,0,0,0,90,0
0.13,0.476,10.001,110.493,-8.083e-4,0,0,0,0,90,0
0.14,0.582,11.12,113.309,-9.034e-4,0,0,0,0,90,0
0.15,0.699,12.268,116.124,-9.985e-4,0,0,0,0,90,0
0.16,0.827,13.443,118.939,-0.001,0,0,0,0,90,0
0.17,0.968,14.646,121.755,-0.001,0,0,0,0,90,0
0.18,1.12,15.878,124.571,-0.001,0,0,0,0,90,0
0.19,1.285,17.138,127.386,-0.001,0,0,0,0,90,0
0.2,1.463,18.426,130.201,-0.001,0,0,0,0,90,0
0.21,1.654,19.732,131.066,-0.002,0,0,0,0,90,0
0.22,1.858,21.047,131.927,-0.002,0,0,0,0,90,0
0.23,2.075,22.371,132.785,-0.002,0,0,0,0,90,0
0.24,2.305,23.703,133.64,-0.002,0,0,0,0,90,0
0.25,2.549,25.043,134.492,-0.002,0,0,0,0,90,0
0.26,2.806,26.392,135.344,-0.002,0,0,0,0,90,0
0.27,3.077,27.75,136.192,-0.002,0,0,0,0,90,0
0.28,3.361,29.116,137.037,-0.002,0,0,0,0,90,0
0.29,3.659,30.491,137.879,-0.002,0,0,0,0,90,0
# Event LAUNCHROD occurred at t=0.3 seconds
0.3,3.971,31.874,138.716,-0.002,0,0,0,0,90,0
0.315,4.465,33.96,139.437,-0.003,0,0,1.881,-2.204e-4,89.986,89.991
0.337,5.264,37.109,140.506,-0.006,0,0,5.063,-1.638e-4,89.909,89.995
0.364,6.298,40.853,141.757,-0.012,0,0,9.313,3.582e-4,89.719,89.999
0.388,7.319,44.266,142.875,-0.02,0,3.066e-7,13.394,5.093e-5,89.447,90
0.4,7.86,45.983,143.424,-0.025,-9.095e-9,3.191e-7,15.464,-1.976e-4,89.274,90
0.418,8.71,48.572,144.502,-0.033,-3.27e-8,4.319e-7,18.481,-3.817e-4,88.968,90
0.443,9.954,52.159,145.932,-0.045,-8.386e-8,0,22.188,-1.548e-4,88.465,90
0.472,11.553,56.479,147.535,-0.058,-1.578e-7,0,25.555,-3.376e-4,87.759,90
0.5,13.185,60.611,148.924,-0.068,-2.142e-7,0,27.269,-1.726e-4,87.019,90
0.542,15.85,66.849,149.37,-0.07,-3.146e-7,-5.246e-7,-26.36,1.352e-4,85.882,90
0.592,19.379,74.323,149.507,-0.043,-1.099e-6,-1.993e-6,-18.718,3.024e-4,84.724,90.001
0.6,19.993,75.546,149.514,-0.034,-1.309e-6,-1.958e-6,-16.744,6.318e-4,84.579,90.001
0.612,20.931,77.381,149.368,-0.018,-1.646e-6,-1.723e-6,-13.505,2.583e-4,84.393,90.001
0.627,22.075,79.556,149.218,0.004,-2.068e-6,-1.545e-6,-9.348,-6.608e-4,84.226,90.001
0.64,23.169,81.581,149.111,0.03,-2.486e-6,-1.802e-6,-5.263,2.49e-4,84.127,90.001
0.654,24.25,83.533,149.042,0.059,-2.913e-6,-1.857e-6,-1.235,0.001,84.084,90.001
0.666,25.345,85.465,149.006,0.091,-3.341e-6,-2.16e-6,2.75,0.003,84.094,90
0.68,26.481,87.423,149.007,0.128,-3.745e-6,-2.233e-6,6.66,0.002,84.156,90
0.693,27.705,89.486,149.044,0.171,-4.097e-6,-1.894e-6,10.479,0.001,84.275,90
0.7,28.293,90.46,149.072,0.193,-4.226e-6,-1.866e-6,12.125,6.514e-4,84.349,90
0.71,29.187,91.921,149.068,0.227,-4.373e-6,-1.843e-6,14.319,-7.069e-4,84.479,90
0.725,30.555,94.113,149.065,0.282,-4.493e-6,-1.995e-6,16.84,-0.004,84.709,90
0.747,32.667,97.401,149.032,0.371,-4.576e-6,-2.201e-6,18.541,-0.017,85.104,90.001
0.78,35.971,102.328,148.794,0.517,-4.797e-6,-2.456e-6,-16.204,-0.005,85.694,90.001
0.8,38.084,105.354,148.532,0.612,-4.941e-6,-3.79e-6,-12.253,-0.001,85.986,90
0.817,39.912,107.9,148.513,0.694,-4.951e-6,-3.166e-6,-7.867,-4.522e-4,86.16,90
0.832,41.498,110.06,148.45,0.765,-4.885e-6,-3.841e-6,-3.732,4.822e-5,86.244,90
0.845,43.026,112.101,148.35,0.833,-4.746e-6,-3.67e-6,0.261,5.085e-4,86.268,90
0.859,44.605,114.172,148.212,0.903,-4.546e-6,-3.334e-6,4.136,-0.002,86.237,90
0.874,46.334,116.393,148.019,0.979,-4.245e-6,-2.836e-6,7.836,-0.002,86.147,90
0.892,48.441,119.04,147.721,1.072,-3.702e-6,-2.979e-6,11.187,0.001,85.974,90
0.9,49.362,120.176,147.571,1.113,-3.396e-6,-2.937e-6,12.152,0.003,85.884,90
0.912,50.759,121.878,147.234,1.175,-2.887e-6,-2.924e-6,12.988,0.01,85.738,90
0.929,52.892,124.424,146.69,1.272,-2.114e-6,-3.043e-6,-12.77,0.008,85.513,90.001
0.955,56.174,128.223,145.846,1.423,-1.413e-6,-4.35e-6,-9.347,-0.002,85.219,90.003
0.976,58.902,131.284,145.23,1.555,-2.094e-6,-5.171e-6,-4.779,-0.008,85.068,90.006
0.993,61.149,133.742,144.801,1.666,-4.208e-6,-5.067e-6,-0.733,-0.01,85.022,90.008
1,62.112,134.78,144.639,1.714,-5.681e-6,-5.085e-6,0.912,-0.011,85.023,90.008
1.011,63.571,136.334,144.166,1.789,-8.658e-6,-4.839e-6,3.149,-0.013,85.045,90.01
1.027,65.79,138.655,143.486,1.905,-1.5e-5,-3.856e-6,5.685,-0.019,85.117,90.01
1.051,69.188,142.117,142.474,2.085,-2.863e-5,-3.953e-6,-6.964,-0.151,85.277,90.009
1.087,74.443,147.261,140.8,2.369,-5.512e-5,-7.755e-6,-2.862,-0.01,85.473,90.004
1.1,76.306,149.028,140.142,2.47,-6.456e-5,-7.755e-6,-0.268,-0.002,85.493,90.003
1.118,79.079,151.602,138.886,2.621,-7.813e-5,-7.149e-6,3.631,-5.04e-4,85.461,90.003
1.139,82.195,154.415,137.39,2.79,-9.284e-5,-4.664e-6,6.921,0.003,85.351,90.003
1.169,86.975,158.575,134.975,3.053,-1.152e-4,-3.105e-6,-7.738,0.004,85.113,90.004
1.2,91.898,162.674,132.576,3.329,-1.389e-4,-8.005e-6,-3.056,-0.007,84.938,90.007
1.219,95.007,165.178,131.468,3.507,-1.558e-4,-5.597e-6,0.904,-0.006,84.918,90.008
1.239,98.407,167.851,130.378,3.706,-1.768e-4,-5.044e-6,4.148,-0.012,84.973,90.009
1.27,103.61,171.821,128.759,4.014,-2.13e-4,-5.133e-6,-4.906,-0.019,85.124,90.007
1.3,108.819,175.655,127.01,4.325,-2.523e-4,-7.305e-6,-1.588,-0.018,85.227,90.003
1.327,113.598,179.035,123.804,4.613,-2.847e-4,-9.355e-6,1.841,-0.021,85.22,89.998
1.367,120.936,183.94,118.855,5.057,-3.212e-4,-5.743e-6,-1.978,-0.023,85.124,90.002
1.4,126.999,187.754,114.983,5.43,-3.508e-4,-9.917e-6,0.903,-0.01,85.106,90.008
1.443,135.19,192.643,112.098,5.942,-4.028e-4,-1.085e-5,3.11,-0.669,85.21,90.012
1.493,144.961,198.165,108.682,6.558,-4.91e-4,-1.15e-5,1.561,-0.029,85.253,90.004
1.5,146.338,198.917,108.164,6.645,-5.034e-4,-1.143e-5,2.504,-0.032,85.239,90.002
1.51,148.414,200.035,106.85,6.777,-5.212e-4,-1.16e-5,3.593,-0.047,85.206,90
1.526,151.549,201.688,104.855,6.976,-5.453e-4,-1.161e-5,-3.98,-0.114,85.145,90
1.549,156.299,204.108,101.917,7.279,-5.778e-4,-8.015e-6,-1.973,-0.018,85.072,90.006
1.58,162.559,207.154,98.285,7.683,-6.237e-4,-9.321e-6,2.985,-0.028,85.088,90.012
1.6,166.75,209.11,96.059,7.955,-6.61e-4,-1.171e-5,5.147,-0.082,85.173,90.012
1.63,173.109,211.976,93.636,8.372,-7.266e-4,-1.352e-5,-3.327,-0.015,85.313,90.006
1.659,179.17,214.601,91.132,8.769,-7.877e-4,-9.74e-6,1.016,-0.003,85.345,90.003
1.685,184.942,217.005,88.617,9.147,-8.391e-4,-2.464e-6,3.72,-0.038,85.274,90.004
1.7,188.127,218.292,87.21,9.357,-8.662e-4,-2.329e-6,-3.581,-0.024,85.219,90.003
1.722,192.94,220.172,84.164,9.674,-9.034e-4,-4.111e-6,-0.643,-0.015,85.168,90.003
1.743,197.565,221.905,81.497,9.982,-9.371e-4,-8.326e-6,3.259,-0.008,85.197,90.007
1.768,203.266,223.951,78.513,10.363,-9.788e-4,-5.733e-6,-4.057,-0.009,85.304,90.004
1.8,210.371,226.367,74.579,10.839,-0.001,-1.978e-5,2.179,-0.015,85.334,89.998
1.819,214.699,227.634,58.31,11.128,-0.001,-1.652e-5,4.387,-0.25,85.265,89.998
1.848,221.231,228.958,34.412,11.566,-0.001,-2.381e-5,-1.107,-0.028,85.177,90.01
1.868,225.906,229.491,17.981,11.882,-0.001,-2.043e-5,2.098,-0.066,85.191,90.015
1.9,233.24,229.663,-7.175,12.378,-0.001,-2.28e-5,-0.825,-0.046,85.252,90.009
1.931,240.291,229.136,-27.089,12.854,-0.001,-2.293e-5,1.758,-0.111,85.227,90
1.977,250.813,227.217,-55.887,13.566,-0.001,-3.281e-5,0.539,-0.016,85.213,90.008
2,256.063,225.758,-69.914,13.922,-0.001,-3.238e-5,-0.774,-0.014,85.23,90.004
2.035,263.87,223.26,-73.79,14.45,-0.001,-3.122e-5,-0.414,0.027,85.25,89.997
2.085,274.939,219.434,-79.216,15.198,-0.001,-3.731e-5,1.004,0.074,85.236,90.008
2.1,278.271,218.215,-80.877,15.422,-0.001,-3.751e-5,2.03,0.11,85.213,90.015
2.123,283.235,216.354,-82.01,15.756,-0.001,-3.828e-5,3.112,0.185,85.153,90.016
# Event BURNOUT occurred at t=2.15 seconds
2.15,289.08,214.108,-83.387,16.149,-0.001,-3.805e-5,-3.096,-0.026,85.066,90.001
2.191,297.733,210.764,-80.761,16.731,-0.002,-2.772e-5,0.897,-0.03,85.026,89.996
2.232,306.315,207.507,-78.018,17.307,-0.002,-3.479e-5,-1.2,-0.011,85.09,90.01
2.282,316.594,203.679,-75.164,17.995,-0.002,-1.923e-5,-1.131,0.197,85.053,90.007
2.332,326.686,199.989,-72.453,18.669,-0.002,-5.898e-6,0.329,-0.006,85.039,89.996
2.382,336.596,196.433,-69.816,19.33,-0.002,-7.454e-6,0.136,0.017,85.059,90.008
2.432,346.331,193.001,-67.501,19.977,-0.002,-4.105e-6,-0.883,0.014,85.01,90.007
2.482,355.898,189.684,-65.166,20.612,-0.002,-7.432e-6,0.062,0.006,85.01,90.006
2.532,365.301,186.479,-63.087,21.234,-0.002,-2.42e-5,1.967,-0.036,84.941,90.001
2.582,374.547,183.373,-61.167,21.844,-0.002,-1.4e-5,-0.281,0.012,84.877,89.996
2.632,383.64,180.364,-59.185,22.444,-0.002,-1.322e-5,-1.261,-0.006,84.924,90.003
2.682,392.585,177.452,-57.334,23.033,-0.002,-1.129e-5,0.88,0.022,84.936,90.014
2.732,401.387,174.626,-55.705,23.609,-0.002,-3.056e-5,2.654,-0.01,84.832,90.003
2.782,410.049,171.877,-54.295,24.175,-0.002,-5.262e-5,0.093,0.005,84.741,90.003
2.808,414.563,170.456,-53.419,24.471,-0.002,-5.581e-5,4.083,0.007,84.799,90.003
2.845,420.807,168.514,-52.053,24.881,-0.002,-5.865e-5,-3.596,7.885e-4,84.963,90.002
2.88,426.658,166.716,-51.02,25.263,-0.002,-5.924e-5,1.459,-0.014,85,90
2.909,431.448,165.253,-50.351,25.574,-0.002,-5.569e-5,3.961,-0.108,84.914,89.997
2.952,438.554,163.094,-49.358,26.035,-0.002,-5.207e-5,-0.65,-0.022,84.799,90.001
2.983,443.619,161.569,-48.444,26.365,-0.002,-5.273e-5,2.231,-0.05,84.83,90.008
3.03,451.128,159.334,-47.113,26.853,-0.002,-6.542e-5,-0.568,-0.025,84.914,90.004
3.075,458.219,157.247,-46.055,27.312,-0.002,-7.403e-5,3.273,-0.019,84.847,89.997
3.125,466.024,154.969,-45.101,27.814,-0.002,-6.664e-5,-3.715,-0.012,84.64,89.997
3.172,473.34,152.849,-44.036,28.286,-0.002,-7.096e-5,1.262,-0.031,84.593,90.004
3.222,480.928,150.678,-42.844,28.776,-0.002,-7.141e-5,-1.014,-0.017,84.668,90.005
3.272,488.409,148.562,-41.843,29.258,-0.002,-7.026e-5,0.907,-0.023,84.665,89.997
3.322,495.785,146.493,-40.882,29.731,-0.002,-7.317e-5,1.525,-0.03,84.604,89.992
3.372,503.059,144.472,-40.021,30.196,-0.002,-7.515e-5,-2.47,-0.021,84.491,89.997
3.422,510.233,142.491,-39.167,30.654,-0.002,-6.987e-5,0.396,-0.008,84.439,90.001
3.472,517.309,140.557,-38.199,31.107,-0.002,-6.904e-5,-1.371,-0.011,84.5,90.001
3.522,524.289,138.669,-37.396,31.552,-0.002,-7.208e-5,0.95,0.046,84.502,90.004
3.572,531.176,136.816,-36.724,31.991,-0.002,-7.707e-5,1.066,0.006,84.489,90.006
3.618,537.418,135.147,-35.928,32.39,-0.002,-7.696e-5,4.683,-0.017,84.636,90.002
3.668,544.131,133.374,-35.012,32.819,-0.002,-8.534e-5,-1.464,-0.001,84.814,89.998
3.699,548.177,132.314,-34.575,33.075,-0.002,-8.511e-5,2.808,-0.004,84.793,89.997
3.728,552.096,131.291,-34.252,33.322,-0.002,-8.397e-5,5.776,-0.017,84.66,89.997
3.773,557.919,129.773,-33.84,33.688,-0.002,-8.423e-5,-4.994,-0.005,84.398,89.998
3.817,563.559,128.304,-33.337,34.043,-0.002,-8.398e-5,0.385,0.003,84.292,89.995
3.845,567.126,127.38,-32.925,34.27,-0.002,-8.289e-5,4.016,-0.005,84.356,89.996
3.882,571.872,126.159,-32.275,34.573,-0.002,-8.153e-5,-5.564,-0.041,84.55,90.002
3.932,578.14,124.564,-31.576,34.972,-0.002,-6.686e-5,-1.36,-0.016,84.733,90.004
3.971,583.006,123.333,-31.153,35.279,-0.002,-6.961e-5,1.906,-0.028,84.717,89.995
4.021,589.134,121.786,-30.73,35.664,-0.002,-7.187e-5,-2.965,-0.029,84.571,89.991
4.071,595.185,120.261,-30.224,36.046,-0.002,-7.862e-5,1.811,0.002,84.54,89.995
4.117,600.603,118.906,-29.608,36.39,-0.002,-8.063e-5,-3.605,0.024,84.679,89.995
4.167,606.511,117.441,-29.004,36.765,-0.002,-8.211e-5,-0.728,0.005,84.799,89.996
4.215,612.109,116.061,-28.586,37.117,-0.002,-7.221e-5,2.603,0.017,84.743,89.999
4.265,617.877,114.641,-28.215,37.48,-0.002,-7.427e-5,-1.314,0.008,84.629,89.999
4.315,623.574,113.242,-27.703,37.841,-0.002,-6.84e-5,1.559,-5.077e-5,84.643,89.996
4.365,629.201,111.871,-27.114,38.198,-0.002,-6.933e-5,-0.474,-0.009,84.715,89.994
4.415,634.761,110.529,-26.663,38.548,-0.002,-6.841e-5,4.971,-0.029,84.6,89.988
4.46,639.724,109.33,-26.443,38.858,-0.002,-6.903e-5,-5.784,-0.048,84.337,89.989
4.51,645.157,108.016,-26.119,39.199,-0.002,-7.582e-5,-2.104,-0.019,84.129,89.996
4.548,649.26,107.024,-25.852,39.459,-0.002,-7.676e-5,2.814,-0.027,84.139,90.003
4.577,652.357,106.279,-25.432,39.657,-0.002,-7.635e-5,4.915,-0.771,84.261,90.006
4.621,656.962,105.184,-24.911,39.951,-0.002,-7.081e-5,-1.178,-0.018,84.415,90.005
4.649,659.945,104.478,-24.685,40.14,-0.002,-6.957e-5,3.061,-0.024,84.389,89.998
4.676,662.756,103.814,-24.546,40.316,-0.002,-6.896e-5,6.452,-0.038,84.257,89.991
4.716,666.938,102.823,-24.422,40.577,-0.002,-7.043e-5,-8.048,-0.131,83.947,89.984
4.766,672.049,101.606,-24.224,40.896,-0.001,-6.761e-5,-3.218,-0.025,83.648,89.985
4.797,675.142,100.869,-23.976,41.092,-0.001,-6.554e-5,0.547,-0.025,83.609,89.991
4.834,678.844,99.992,-23.62,41.327,-0.001,-6.386e-5,3.445,-0.044,83.69,89.999
4.884,683.814,98.823,-23.148,41.644,-0.001,-6.422e-5,-3.125,-0.027,83.872,90.004
4.934,688.727,97.675,-22.795,41.957,-0.001,-6.08e-5,0.234,-0.015,83.947,89.999
4.984,693.582,96.543,-22.486,42.263,-0.001,-6.043e-5,3.375,-0.025,83.855,89.991
5.034,698.381,95.424,-22.311,42.564,-0.001,-6.045e-5,-4.829,-0.05,83.631,89.987
5.084,703.125,94.314,-22.042,42.862,-0.001,-5.974e-5,-2.17,-0.019,83.454,89.99
5.134,707.813,93.219,-21.805,43.158,-0.001,-5.742e-5,0.448,-0.013,83.404,89.996
5.183,712.339,92.162,-21.436,43.447,-9.609e-4,-5.767e-5,3.872,-0.038,83.521,90
5.233,716.92,91.1,-21.078,43.74,-9.031e-4,-5.756e-5,-3.311,-0.03,83.71,89.999
5.283,721.449,90.055,-20.713,44.029,-8.5e-4,-6.109e-5,-0.761,-0.015,83.825,89.994
5.325,725.272,89.176,-20.533,44.27,-8.037e-4,-6.114e-5,3.37,-0.03,83.764,89.987
5.375,729.706,88.152,-20.389,44.549,-7.41e-4,-6.198e-5,-3.873,-0.083,83.568,89.983
5.425,734.088,87.137,-20.217,44.826,-6.666e-4,-6.242e-5,-2.136,-0.023,83.408,89.987
5.475,738.419,86.132,-19.966,45.101,-5.87e-4,-6.298e-5,1.679,-0.017,83.399,89.995
5.525,742.701,85.142,-19.63,45.376,-5.106e-4,-6.242e-5,3.093,-0.995,83.534,90
5.575,746.934,84.168,-19.335,45.648,-4.42e-4,-6.063e-5,-1.997,-0.02,83.673,90.001
5.625,751.118,83.207,-19.113,45.916,-3.81e-4,-6.201e-5,0.2,-0.019,83.717,89.995
5.675,755.255,82.256,-18.912,46.18,-3.205e-4,-6.212e-5,1.495,-0.032,83.672,89.986
5.725,759.344,81.315,-18.758,46.441,-2.524e-4,-6.3e-5,-2.166,-0.034,83.571,89.98
5.775,763.386,80.381,-18.582,46.699,-1.729e-4,-6.356e-5,-0.064,-0.006,83.512,89.98
5.825,767.382,79.458,-18.35,46.957,-8.371e-5,-6.145e-5,1.407,-0.012,83.549,89.985
5.875,771.332,78.546,-18.105,47.213,9.878e-6,-6.188e-5,-2.141,-0.049,83.643,89.992
5.925,775.237,77.647,-17.85,47.467,1.001e-4,-6.388e-5,-0.956,0.003,83.729,89.998
5.975,779.097,76.76,-17.631,47.717,1.838e-4,-6.65e-5,1.946,-0.002,83.708,89.997
6.025,782.913,75.883,-17.441,47.962,2.616e-4,-6.491e-5,5.155,-9.506e-4,83.531,89.994
6.075,786.686,75.015,-17.344,48.203,3.37e-4,-6.558e-5,7.91,-0.022,83.192,89.99
6.125,790.415,74.148,-17.309,48.441,4.139e-4,-6.818e-5,-6.222,-0.001,82.823,89.986
6.175,794.101,73.286,-17.17,48.679,4.95e-4,-6.379e-5,-1.79,-0.002,82.62,89.985
6.221,797.453,72.501,-16.973,48.898,5.746e-4,-6.532e-5,1.578,-0.002,82.618,89.985
6.271,801.057,71.658,-16.698,49.137,6.653e-4,-6.468e-5,3.923,0.019,82.769,89.987
6.321,804.619,70.831,-16.419,49.374,7.579e-4,-6.591e-5,-1.95,0.009,82.929,89.991
6.371,808.14,70.014,-16.269,49.606,8.494e-4,-6.871e-5,1.595,0.006,82.936,89.993
6.421,811.621,69.203,-16.198,49.834,9.38e-4,-6.87e-5,3.374,0.043,82.802,89.993
6.471,815.061,68.395,-16.099,50.06,0.001,-6.85e-5,-2.581,0.011,82.647,89.992
6.521,818.46,67.594,-15.944,50.285,0.001,-6.801e-5,-1.576,0.009,82.544,89.992
6.571,821.82,66.8,-15.775,50.508,0.001,-6.733e-5,-0.828,0.007,82.486,89.989
6.621,825.141,66.016,-15.626,50.73,0.001,-6.727e-5,-0.977,-0.028,82.442,89.987
6.671,828.422,65.237,-15.507,50.949,0.001,-6.727e-5,-0.481,-0.003,82.403,89.986
6.721,831.665,64.466,-15.317,51.167,0.001,-6.727e-5,0.086,-1.834e-4,82.396,89.987
6.771,834.869,63.705,-15.159,51.383,0.002,-6.826e-5,2.089,-0.003,82.343,89.986
6.821,838.035,62.949,-15.1,51.596,0.002,-6.852e-5,-2.516,-0.007,82.22,89.986
6.871,841.164,62.196,-14.994,51.807,0.002,-6.822e-5,-1.573,-7.937e-4,82.116,89.986
6.921,844.255,61.45,-14.883,52.017,0.002,-6.853e-5,-0.641,-0.003,82.059,89.986
6.971,847.309,60.708,-14.754,52.226,0.002,-6.811e-5,1.091,-0.007,82.071,89.988
7.021,850.326,59.975,-14.544,52.435,0.002,-6.804e-5,-1.291,0.004,82.141,89.99
7.071,853.306,59.253,-14.402,52.641,0.002,-6.758e-5,0.981,0.003,82.151,89.992
7.121,856.251,58.534,-14.322,52.844,0.002,-6.794e-5,2.016,0.002,82.072,89.991
7.171,859.16,57.821,-14.203,53.044,0.002,-6.731e-5,3.127,-0.006,81.944,89.989
7.221,862.033,57.113,-14.135,53.243,0.002,-6.743e-5,3.983,-0.214,81.762,89.985
7.271,864.871,56.407,-14.077,53.439,0.002,-6.766e-5,-3.116,-0.003,81.579,89.982
7.321,867.674,55.706,-13.974,53.635,0.003,-6.729e-5,-1.877,-0.005,81.454,89.98
7.371,870.442,55.01,-13.855,53.831,0.003,-6.68e-5,-0.718,-0.005,81.391,89.98
7.421,873.175,54.321,-13.737,54.025,0.003,-6.703e-5,-0.217,-0.006,81.369,89.981
7.471,875.874,53.636,-13.631,54.218,0.003,-6.717e-5,0.262,-0.006,81.371,89.983
7.521,878.539,52.958,-13.507,54.41,0.003,-6.714e-5,-0.285,0.008,81.387,89.986
7.571,881.17,52.285,-13.388,54.6,0.003,-6.712e-5,0.437,0.011,81.386,89.989
7.621,883.768,51.619,-13.249,54.789,0.003,-6.694e-5,1.666,0.011,81.338,89.992
7.671,886.332,50.96,-13.142,54.974,0.003,-6.612e-5,4.518,0.011,81.185,89.993
7.721,888.864,50.303,-13.121,55.156,0.003,-6.636e-5,6.127,0.031,80.912,89.992
7.771,891.362,49.648,-13.077,55.336,0.004,-6.641e-5,-6.285,0.162,80.598,89.991
7.821,893.828,48.996,-13.054,55.515,0.004,-6.608e-5,-5.787,0.017,80.29,89.989
7.871,896.262,48.343,-13.023,55.694,0.004,-6.571e-5,-3.329,0.01,80.058,89.986
7.921,898.663,47.695,-12.907,55.873,0.004,-6.47e-5,-1.235,0.007,79.947,89.984
7.971,901.031,47.052,-12.765,56.052,0.004,-6.487e-5,0.192,0.005,79.926,89.982
8.021,903.368,46.418,-12.638,56.23,0.004,-6.482e-5,0.136,-0.001,79.932,89.982
8.071,905.673,45.788,-12.588,56.407,0.004,-6.474e-5,-0.316,-0.007,79.918,89.982
8.121,907.947,45.16,-12.491,56.582,0.004,-6.481e-5,0.004,0.005,79.912,89.983
8.171,910.189,44.538,-12.403,56.756,0.004,-6.477e-5,0.928,0.006,79.889,89.985
8.221,912.401,43.918,-12.39,56.928,0.004,-6.485e-5,-0.731,-0.003,79.843,89.986
8.271,914.581,43.3,-12.362,57.1,0.005,-6.432e-5,0.378,-0.003,79.83,89.987
8.321,916.731,42.683,-12.266,57.272,0.005,-6.458e-5,2.238,-0.006,79.898,89.988
8.371,918.85,42.074,-12.089,57.443,0.005,-6.449e-5,-2.174,-0.006,80.017,89.988
8.421,920.938,41.473,-11.967,57.613,0.005,-6.434e-5,-0.125,-0.003,80.08,89.987
8.471,922.997,40.877,-11.891,57.78,0.005,-6.412e-5,2.325,-0.004,80.026,89.986
8.521,925.026,40.284,-11.829,57.944,0.005,-6.41e-5,5.003,-0.006,79.842,89.984
8.571,927.026,39.693,-11.783,58.105,0.005,-6.368e-5,7.241,-0.007,79.534,89.983
8.621,928.995,39.105,-11.751,58.263,0.005,-6.367e-5,9.156,-0.013,79.122,89.982
8.671,930.936,38.518,-11.758,58.42,0.005,-6.395e-5,9.999,-0.084,78.637,89.981
8.721,932.847,37.93,-11.777,58.576,0.005,-6.403e-5,-9.431,-0.013,78.146,89.981
8.771,934.729,37.341,-11.769,58.731,0.006,-6.446e-5,-7.701,-0.006,77.715,89.981
8.821,936.581,36.754,-11.684,58.886,0.006,-6.445e-5,-5.803,-0.007,77.379,89.981
8.871,938.404,36.172,-11.616,59.042,0.006,-6.426e-5,-4.861,-0.008,77.114,89.982
8.921,940.199,35.591,-11.616,59.197,0.006,-6.446e-5,-3.153,-0.004,76.91,89.982
8.971,941.964,35.011,-11.562,59.353,0.006,-6.475e-5,-1.071,-0.004,76.805,89.983
9.021,943.7,34.435,-11.511,59.509,0.006,-6.448e-5,0.756,-0.004,76.796,89.984
9.071,945.407,33.86,-11.444,59.666,0.006,-6.491e-5,2.923,-0.005,76.889,89.985
9.121,947.086,33.291,-11.319,59.824,0.006,-6.507e-5,4.128,-0.008,77.07,89.985
9.171,948.736,32.728,-11.203,59.98,0.007,-6.501e-5,-4.33,-0.016,77.286,89.985
9.221,950.359,32.171,-11.114,60.136,0.007,-6.504e-5,-3.409,-0.006,77.482,89.984
9.271,951.953,31.616,-11.045,60.29,0.007,-6.533e-5,-2.266,-0.005,77.626,89.984
9.321,953.521,31.066,-10.981,60.443,0.007,-6.533e-5,-0.468,-0.005,77.696,89.983
9.371,955.06,30.518,-10.948,60.593,0.007,-6.508e-5,1.154,-0.004,77.678,89.982
9.421,956.572,29.971,-10.904,60.742,0.007,-6.515e-5,2.704,-0.004,77.581,89.981
9.471,958.057,29.427,-10.865,60.889,0.007,-6.53e-5,4.262,-0.004,77.407,89.98
9.521,959.515,28.885,-10.813,61.034,0.007,-6.528e-5,5.665,-0.006,77.159,89.979
9.571,960.946,28.346,-10.744,61.177,0.007,-6.536e-5,7.574,-0.006,76.83,89.979
9.621,962.35,27.81,-10.722,61.318,0.008,-6.525e-5,9.567,-0.007,76.4,89.978
9.671,963.727,27.273,-10.756,61.458,0.008,-6.534e-5,10.752,-0.014,75.887,89.978
9.721,965.077,26.735,-10.773,61.596,0.008,-6.534e-5,-10.623,-0.026,75.349,89.979
9.771,966.4,26.197,-10.717,61.733,0.008,-6.537e-5,10.387,-0.085,74.825,89.979
9.821,967.697,25.663,-10.704,61.87,0.008,-6.535e-5,-10.512,-0.02,74.301,89.979
9.871,968.967,25.126,-10.728,62.007,0.008,-6.544e-5,-9.605,-0.003,73.795,89.98
9.921,970.209,24.591,-10.694,62.144,0.008,-6.552e-5,-8.628,-0.001,73.34,89.98
9.971,971.426,24.056,-10.685,62.28,0.008,-6.568e-5,-7.55,-5.217e-5,72.934,89.98
